시간, 매수체결량, +속도, 매도체결량, -속도, 잔량, 콜8, 수량8, 풋8, 수량8, 콜경과시간, 콜평균시간, 풋경과시간, 풋평균시간
114154, 147, 27, 161, 32, -6551, 0.96, 105, 1.47, 36, 1, 0.01, 0, 0.00
114155, 147, 27, 158, 37, -6579, 0.96, 104, 1.47, 38, 1, 0.01, 0, 0.00
114156, 147, 27, 158, 37, -6575, 0.96, 105, 1.47, 52, 1, 0.01, 0, 0.00
114157, 147, 27, 158, 37, -6589, 0.96, 108, 1.47, 52, 1, 0.01, 0, 0.00
114158, 153, 40, 158, 37, -6574, 0.96, 125, 1.47, 37, 1, 0.01, 0, 0.00
114159, 153, 40, 158, 37, -6562, 0.96, 106, 1.47, 12, 1, 0.01, 0, 0.00
114200, 160, 42, 223, 42, -6766, 0.96, 202, 1.47, 28, 1, 0.01, 0, 0.00
114201, 162, 41, 220, 39, -6646, 0.96, 237, 1.48, 78, 1, 0.01, 1, 0.01
114202, 162, 41, 201, 40, -6667, 0.96, 251, 1.48, 93, 0, 0.00, 1, 0.01
114203, 161, 37, 205, 37, -6746, 0.95, 19, 1.48, 78, 1, 0.01, 1, 0.01
114204, 161, 37, 205, 37, -6752, 0.95, 63, 1.48, 82, 1, 0.01, 1, 0.01
114205, 161, 37, 205, 37, -6745, 0.95, 77, 1.48, 81, 1, 0.01, 1, 0.01
114206, 149, 39, 205, 37, -6801, 0.95, 237, 1.49, 117, 1, 0.01, 2, 0.02
114207, 149, 39, 205, 37, -6818, 0.95, 248, 1.49, 105, 1, 0.01, 2, 0.02
114208, 138, 40, 205, 37, -6838, 0.95, 214, 1.49, 105, 1, 0.01, 2, 0.02
114209, 138, 42, 177, 40, -6954, 0.94, 147, 1.49, 74, 2, 0.02, 2, 0.02
114210, 138, 42, 177, 40, -6966, 0.94, 104, 1.49, 73, 2, 0.02, 1, 0.01
114211, 138, 42, 177, 40, -6958, 0.95, 233, 1.49, 73, 3, 0.02, 1, 0.01
114212, 138, 42, 177, 40, -6970, 0.95, 233, 1.49, 78, 2, 0.01, 1, 0.01
114213, 190, 29, 271, 10, -7153, 0.94, 82, 1.49, 78, 3, 0.01, 1, 0.01
114214, 177, 14, 257, 5, -7090, 0.94, 45, 1.49, 26, 3, 0.01, 1, 0.01
114215, 177, 14, 257, 5, -7055, 0.94, 101, 1.49, 65, 3, 0.01, 0, 0.00
114216, 177, 14, 257, 5, -7052, 0.94, 80, 1.49, 50, 3, 0.01, 0, 0.00
114217, 177, 14, 254, 8, -7027, 0.95, 238, 1.49, 63, 4, 0.01, 0, 0.00
114218, 177, 14, 253, 6, -7136, 0.94, 58, 1.49, 63, 4, 0.01, 0, 0.00
114219, 146, 19, 271, 7, -7147, 0.94, 89, 1.50, 125, 4, 0.01, 1, 0.01
114220, 145, 19, 271, 7, -7400, 0.94, 167, 1.50, 67, 3, 0.01, 1, 0.01
114221, 145, 19, 271, 7, -7380, 0.94, 144, 1.50, 58, 3, 0.01, 1, 0.01
114222, 145, 21, 271, 7, -7343, 0.94, 145, 1.50, 61, 2, 0.01, 1, 0.01
114223, 145, 22, 252, 10, -7394, 0.94, 176, 1.51, 55, 2, 0.01, 2, 0.02
114224, 145, 22, 150, 11, -7417, 0.94, 163, 1.51, 40, 2, 0.01, 2, 0.02
114225, 140, 24, 142, 12, -7399, 0.94, 166, 1.51, 36, 2, 0.01, 2, 0.02
114226, 140, 24, 123, 13, -7383, 0.94, 148, 1.51, 58, 1, 0.01, 2, 0.02
114227, 140, 24, 122, 14, -7363, 0.94, 169, 1.51, 37, 0, 0.00, 2, 0.02
114228, 140, 24, 122, 14, -7360, 0.94, 150, 1.51, 50, 0, 0.00, 1, 0.01
114229, 140, 24, 123, 16, -7386, 0.94, 150, 1.51, 97, 0, 0.00, 1, 0.01
114230, 140, 24, 127, 17, -7370, 0.94, 151, 1.51, 53, 0, 0.00, 1, 0.01
114231, 140, 24, 127, 17, -7298, 0.94, 151, 1.51, 94, 0, 0.00, 1, 0.01
114232, 177, 30, 146, 15, -7146, 0.94, 151, 1.50, 51, 0, 0.00, 1, 0.01
114233, 172, 23, 155, 15, -7088, 0.94, 74, 1.51, 139, 0, 0.00, 2, 0.01
114234, 172, 23, 153, 15, -7074, 0.94, 12, 1.50, 58, 0, 0.00, 3, 0.01
114235, 172, 23, 153, 15, -7053, 0.94, 10, 1.49, 26, 0, 0.00, 4, 0.02
114236, 175, 24, 219, 16, -7245, 0.94, 10, 1.49, 26, 0, 0.00, 4, 0.02
114237, 168, 24, 219, 16, -7240, 0.94, 135, 1.50, 42, 0, 0.00, 5, 0.02
114238, 168, 24, 219, 16, -7273, 0.94, 151, 1.50, 3, 0, 0.00, 5, 0.02
114239, 168, 24, 219, 16, -7256, 0.94, 186, 1.51, 103, 0, 0.00, 6, 0.02
114240, 168, 24, 219, 16, -7253, 0.94, 188, 1.50, 12, 0, 0.00, 7, 0.02
114241, 168, 24, 219, 16, -7268, 0.94, 188, 1.51, 103, 0, 0.00, 7, 0.02
114242, 168, 24, 202, 19, -7301, 0.94, 188, 1.51, 103, 0, 0.00, 6, 0.02
114243, 168, 24, 202, 19, -7310, 0.94, 188, 1.51, 101, 0, 0.00, 5, 0.02
114244, 168, 24, 202, 19, -7325, 0.94, 188, 1.51, 101, 0, 0.00, 4, 0.02
114245, 168, 24, 202, 19, -7324, 0.94, 186, 1.51, 92, 0, 0.00, 4, 0.02
114246, 168, 24, 202, 19, -7312, 0.94, 186, 1.51, 92, 0, 0.00, 3, 0.01
114247, 158, 35, 240, 23, -7423, 0.93, 50, 1.51, 68, 1, 0.01, 3, 0.01
114248, 153, 34, 206, 23, -7364, 0.93, 25, 1.52, 86, 1, 0.01, 3, 0.02
114249, 153, 34, 205, 24, -7367, 0.94, 187, 1.51, 35, 2, 0.01, 3, 0.02
114250, 153, 34, 201, 26, -7374, 0.94, 187, 1.51, 114, 2, 0.01, 2, 0.01
114251, 153, 34, 201, 26, -7353, 0.94, 148, 1.51, 113, 2, 0.01, 2, 0.01
114252, 170, 32, 202, 26, -7291, 0.94, 69, 1.51, 128, 2, 0.01, 2, 0.01
114253, 170, 32, 202, 26, -7294, 0.94, 69, 1.51, 128, 2, 0.01, 2, 0.01
114254, 160, 29, 257, 20, -7317, 0.94, 69, 1.51, 79, 2, 0.01, 2, 0.01
114255, 160, 29, 245, 20, -7350, 0.94, 146, 1.51, 117, 2, 0.01, 2, 0.01
114256, 102, 24, 193, 14, -7435, 0.94, 184, 1.51, 117, 1, 0.01, 2, 0.01
114257, 109, 24, 193, 14, -7461, 0.93, 3, 1.52, 86, 2, 0.01, 2, 0.01
114258, 101, 25, 193, 14, -7438, 0.94, 186, 1.52, 88, 2, 0.01, 1, 0.01
114259, 101, 25, 193, 14, -7451, 0.94, 186, 1.52, 89, 2, 0.01, 1, 0.01
114300, 101, 25, 193, 14, -7440, 0.94, 186, 1.52, 82, 2, 0.01, 1, 0.01
114301, 103, 28, 193, 14, -7446, 0.94, 188, 1.52, 84, 2, 0.01, 1, 0.01
114302, 100, 25, 225, 15, -7593, 0.93, 42, 1.52, 81, 3, 0.01, 1, 0.01
114303, 98, 26, 226, 14, -7620, 0.93, 44, 1.52, 69, 3, 0.01, 1, 0.01
114304, 109, 27, 226, 14, -7605, 0.93, 24, 1.52, 71, 3, 0.01, 1, 0.01
114305, 109, 27, 226, 14, -7609, 0.93, 63, 1.52, 69, 3, 0.01, 1, 0.01
114306, 109, 27, 226, 14, -7611, 0.93, 63, 1.52, 69, 2, 0.01, 0, 0.00
114307, 109, 27, 226, 14, -7561, 0.94, 180, 1.52, 74, 2, 0.01, 0, 0.00
114308, 109, 20, 226, 14, -7570, 0.94, 180, 1.52, 72, 2, 0.01, 0, 0.00
114309, 155, 15, 251, 18, -7545, 0.93, 28, 1.52, 80, 3, 0.01, 0, 0.00
114310, 154, 15, 446, 19, -7737, 0.94, 194, 1.52, 66, 4, 0.01, 0, 0.00
114311, 179, 11, 374, 17, -7501, 0.93, 116, 1.53, 44, 4, 0.01, 1, 0.01
114312, 179, 8, 377, 18, -7512, 0.93, 101, 1.53, 63, 4, 0.01, 1, 0.01
114313, 174, 5, 377, 19, -7480, 0.93, 104, 1.53, 63, 4, 0.01, 1, 0.01
114314, 104, 5, 377, 20, -7436, 0.93, 136, 1.53, 75, 4, 0.01, 1, 0.01
114315, 109, 6, 382, 22, -7459, 0.93, 129, 1.52, 32, 4, 0.01, 2, 0.01
114316, 95, 5, 390, 14, -7621, 0.93, 186, 1.53, 73, 3, 0.01, 3, 0.01
114317, 95, 5, 399, 8, -7668, 0.93, 186, 1.53, 58, 3, 0.01, 3, 0.01
114318, 95, 5, 399, 8, -7696, 0.93, 166, 1.53, 82, 2, 0.01, 3, 0.01
114319, 95, 5, 374, 8, -7692, 0.93, 166, 1.53, 82, 1, 0.01, 3, 0.01
114320, 144, 9, 185, 7, -7635, 0.93, 185, 1.53, 102, 0, 0.00, 2, 0.01
114321, 135, 9, 194, 6, -7581, 0.93, 105, 1.52, 54, 0, 0.00, 3, 0.01
114322, 135, 9, 192, 7, -7513, 0.93, 105, 1.52, 57, 0, 0.00, 3, 0.01
114323, 135, 9, 192, 7, -7434, 0.93, 19, 1.52, 77, 0, 0.00, 3, 0.01
114324, 135, 9, 192, 7, -7415, 0.94, 203, 1.51, 4, 1, 0.01, 3, 0.02
114325, 135, 9, 192, 7, -7383, 0.94, 190, 1.51, 29, 1, 0.01, 2, 0.02
114326, 134, 10, 201, 10, -7584, 0.93, 98, 1.51, 20, 2, 0.01, 2, 0.02
114327, 106, 8, 200, 11, -7565, 0.93, 71, 1.53, 104, 2, 0.01, 3, 0.02
114328, 104, 8, 142, 11, -7552, 0.93, 46, 1.52, 4, 2, 0.01, 4, 0.02
114329, 114, 8, 138, 12, -7439, 0.94, 188, 1.52, 40, 3, 0.01, 4, 0.02
114330, 117, 4, 138, 12, -7412, 0.94, 190, 1.51, 38, 3, 0.01, 4, 0.02
114331, 117, 4, 138, 12, -7406, 0.94, 200, 1.52, 75, 3, 0.01, 5, 0.02
114332, 117, 4, 138, 12, -7416, 0.94, 200, 1.52, 76, 3, 0.01, 5, 0.02
114333, 117, 4, 158, 17, -7477, 0.93, 43, 1.52, 76, 3, 0.01, 4, 0.02
114334, 111, 8, 158, 17, -7578, 0.93, 97, 1.52, 6, 3, 0.01, 4, 0.02
114335, 116, 10, 158, 17, -7577, 0.93, 52, 1.52, 32, 2, 0.01, 4, 0.02
114336, 116, 10, 136, 18, -7542, 0.93, 45, 1.52, 60, 2, 0.01, 3, 0.02
114337, 109, 11, 136, 18, -7548, 0.93, 55, 1.52, 34, 2, 0.01, 2, 0.01
114338, 109, 11, 136, 18, -7376, 0.94, 191, 1.52, 77, 2, 0.01, 2, 0.01
114339, 109, 11, 136, 18, -7351, 0.94, 189, 1.51, 40, 2, 0.01, 2, 0.01
114340, 109, 11, 136, 20, -7366, 0.94, 189, 1.51, 55, 2, 0.01, 1, 0.01
114341, 109, 11, 136, 20, -7386, 0.94, 191, 1.51, 55, 2, 0.01, 1, 0.01
114342, 106, 16, 165, 22, -7395, 0.94, 191, 1.51, 57, 1, 0.01, 1, 0.01
114343, 140, 17, 163, 24, -7376, 0.94, 189, 1.51, 69, 1, 0.01, 1, 0.01
114344, 150, 17, 153, 22, -7245, 0.94, 151, 1.51, 81, 1, 0.01, 1, 0.01
114345, 138, 17, 127, 19, -7295, 0.94, 173, 1.51, 81, 1, 0.01, 1, 0.01
114346, 145, 18, 127, 19, -7213, 0.94, 151, 1.51, 77, 1, 0.01, 1, 0.01
114347, 145, 18, 127, 21, -7198, 0.94, 116, 1.50, 13, 0, 0.00, 2, 0.02
114348, 145, 18, 127, 21, -7166, 0.94, 116, 1.50, 34, 0, 0.00, 1, 0.01
114349, 145, 18, 131, 23, -7078, 0.95, 193, 1.49, 23, 1, 0.01, 2, 0.02
114350, 181, 21, 144, 22, -7019, 0.95, 175, 1.49, 42, 1, 0.01, 2, 0.02
114351, 181, 21, 144, 22, -7073, 0.94, 11, 1.49, 13, 2, 0.01, 2, 0.02
114352, 181, 21, 144, 22, -7114, 0.95, 178, 1.49, 3, 3, 0.01, 2, 0.02
114353, 181, 21, 148, 25, -7120, 0.94, 47, 1.49, 3, 4, 0.01, 2, 0.02
114354, 181, 21, 152, 26, -7117, 0.94, 31, 1.50, 75, 4, 0.01, 3, 0.02
114355, 181, 21, 152, 26, -7106, 0.94, 12, 1.50, 86, 4, 0.01, 3, 0.02
114356, 178, 26, 152, 26, -7049, 0.95, 183, 1.49, 16, 5, 0.01, 3, 0.01
114357, 172, 27, 152, 26, -7116, 0.94, 65, 1.49, 21, 6, 0.01, 3, 0.01
114358, 172, 24, 152, 26, -7142, 0.94, 77, 1.50, 86, 5, 0.01, 3, 0.01
114359, 172, 23, 152, 26, -7111, 0.94, 55, 1.50, 77, 5, 0.01, 3, 0.01
114400, 207, 17, 150, 31, -7057, 0.94, 69, 1.50, 77, 4, 0.01, 3, 0.01
114401, 208, 18, 150, 31, -7084, 0.94, 67, 1.50, 108, 3, 0.01, 3, 0.01
114402, 199, 18, 161, 28, -7114, 0.94, 90, 1.50, 76, 2, 0.01, 3, 0.01
114403, 180, 19, 161, 28, -7097, 0.94, 92, 1.50, 82, 2, 0.01, 2, 0.01
114404, 171, 20, 161, 28, -7069, 0.94, 93, 1.50, 67, 2, 0.01, 2, 0.01
114405, 162, 20, 210, 28, -7355, 0.94, 204, 1.50, 67, 1, 0.01, 1, 0.01
114406, 158, 21, 210, 28, -7360, 0.94, 204, 1.51, 47, 0, 0.00, 2, 0.02
114407, 161, 22, 210, 28, -7430, 0.93, 5, 1.51, 63, 1, 0.01, 1, 0.01
114408, 161, 22, 244, 28, -7610, 0.93, 133, 1.51, 21, 1, 0.01, 1, 0.01
114409, 147, 19, 244, 28, -7596, 0.93, 128, 1.52, 36, 1, 0.01, 2, 0.02
114410, 147, 19, 244, 28, -7622, 0.93, 141, 1.52, 72, 1, 0.01, 2, 0.02
114411, 136, 21, 202, 27, -7647, 0.93, 157, 1.52, 73, 1, 0.01, 2, 0.02
114412, 135, 22, 202, 27, -7605, 0.93, 172, 1.52, 71, 1, 0.01, 2, 0.02
114413, 130, 23, 202, 27, -7598, 0.93, 170, 1.52, 71, 1, 0.01, 2, 0.02
114414, 129, 18, 202, 27, -7591, 0.93, 149, 1.52, 73, 1, 0.01, 2, 0.02
114415, 124, 18, 202, 27, -7593, 0.93, 172, 1.52, 87, 1, 0.01, 1, 0.01
114416, 124, 18, 202, 27, -7589, 0.93, 149, 1.52, 87, 0, 0.00, 1, 0.01
114417, 127, 19, 202, 33, -7580, 0.93, 66, 1.52, 87, 0, 0.00, 1, 0.01
114418, 127, 19, 209, 34, -7644, 0.93, 121, 1.52, 74, 0, 0.00, 0, 0.00
114419, 127, 19, 209, 34, -7638, 0.93, 142, 1.52, 72, 0, 0.00, 0, 0.00
114420, 127, 19, 209, 34, -7616, 0.93, 157, 1.52, 59, 0, 0.00, 0, 0.00
114421, 127, 19, 209, 34, -7625, 0.93, 162, 1.52, 84, 0, 0.00, 0, 0.00
114422, 127, 19, 209, 34, -7588, 0.93, 76, 1.52, 86, 0, 0.00, 0, 0.00
114423, 127, 19, 209, 34, -7588, 0.93, 107, 1.52, 86, 0, 0.00, 0, 0.00
114424, 127, 19, 209, 34, -7576, 0.93, 91, 1.52, 86, 0, 0.00, 0, 0.00
114425, 127, 19, 209, 34, -7561, 0.93, 91, 1.52, 86, 0, 0.00, 0, 0.00
114426, 131, 27, 209, 34, -7573, 0.93, 67, 1.52, 86, 0, 0.00, 0, 0.00
114427, 108, 27, 203, 43, -7494, 0.93, 86, 1.52, 60, 0, 0.00, 0, 0.00
114428, 105, 27, 203, 43, -7501, 0.93, 110, 1.52, 85, 0, 0.00, 0, 0.00
114429, 96, 26, 203, 43, -7425, 0.93, 71, 1.52, 60, 0, 0.00, 0, 0.00
114430, 96, 26, 203, 43, -7307, 0.94, 213, 1.51, 61, 1, 0.01, 1, 0.01
114431, 96, 26, 199, 47, -7304, 0.94, 190, 1.51, 62, 1, 0.01, 1, 0.01
114432, 96, 26, 199, 47, -7299, 0.94, 210, 1.51, 67, 1, 0.01, 1, 0.01
114433, 96, 26, 199, 49, -7307, 0.94, 210, 1.51, 67, 1, 0.01, 1, 0.01
114434, 96, 26, 199, 49, -7329, 0.94, 216, 1.51, 78, 1, 0.01, 1, 0.01
114435, 96, 26, 199, 49, -7330, 0.94, 216, 1.51, 80, 1, 0.01, 1, 0.01
114436, 96, 26, 199, 49, -7325, 0.94, 216, 1.51, 63, 1, 0.01, 1, 0.01
114437, 196, 32, 297, 53, -7148, 0.94, 63, 1.50, 17, 1, 0.01, 2, 0.02
114438, 180, 23, 297, 53, -6961, 0.95, 225, 1.50, 25, 2, 0.02, 2, 0.02
114439, 211, 22, 297, 53, -6812, 0.95, 105, 1.49, 32, 1, 0.01, 2, 0.02
114440, 211, 22, 297, 53, -6753, 0.95, 96, 1.49, 49, 1, 0.01, 2, 0.02
114441, 211, 22, 297, 53, -6778, 0.95, 59, 1.49, 67, 1, 0.01, 2, 0.02
114442, 211, 22, 297, 53, -6776, 0.95, 106, 1.49, 67, 1, 0.01, 2, 0.02
114443, 263, 13, 298, 58, -6572, 0.95, 7, 1.48, 67, 1, 0.01, 3, 0.03
114444, 262, 7, 297, 55, -6561, 0.96, 180, 1.48, 75, 2, 0.02, 3, 0.03
114445, 168, 7, 378, 51, -6729, 0.96, 197, 1.48, 76, 2, 0.02, 3, 0.03
114446, 189, 8, 374, 46, -6627, 0.95, 6, 1.48, 67, 3, 0.02, 2, 0.02
114447, 189, 9, 367, 46, -6590, 0.96, 198, 1.48, 62, 3, 0.01, 2, 0.02
114448, 189, 9, 367, 46, -6579, 0.96, 207, 1.48, 62, 3, 0.01, 1, 0.01
114449, 189, 9, 367, 46, -6569, 0.96, 207, 1.48, 75, 3, 0.01, 1, 0.01
114450, 184, 12, 367, 48, -6605, 0.95, 8, 1.48, 75, 4, 0.01, 1, 0.01
114451, 180, 13, 359, 46, -6606, 0.95, 20, 1.48, 75, 4, 0.01, 1, 0.01
114452, 180, 13, 274, 41, -6714, 0.95, 146, 1.48, 37, 4, 0.01, 0, 0.00
114453, 172, 15, 275, 35, -6745, 0.95, 141, 1.48, 37, 3, 0.01, 0, 0.00
114454, 183, 16, 275, 35, -6640, 0.95, 27, 1.48, 68, 3, 0.01, 0, 0.00
114455, 185, 17, 179, 12, -6646, 0.95, 50, 1.48, 73, 2, 0.01, 0, 0.00
114456, 187, 17, 180, 12, -6669, 0.95, 133, 1.48, 67, 1, 0.01, 0, 0.00
114457, 156, 14, 181, 12, -6825, 0.95, 150, 1.48, 20, 1, 0.01, 0, 0.00
114458, 156, 14, 178, 13, -6855, 0.95, 184, 1.49, 100, 1, 0.01, 1, 0.01
114459, 156, 14, 167, 14, -6885, 0.95, 189, 1.49, 51, 0, 0.00, 1, 0.01
114500, 156, 14, 174, 15, -7064, 0.94, 73, 1.49, 49, 1, 0.01, 1, 0.01
114501, 156, 14, 174, 15, -7167, 0.94, 125, 1.50, 107, 1, 0.01, 2, 0.02
114502, 156, 14, 174, 15, -7127, 0.94, 33, 1.49, 19, 1, 0.01, 3, 0.02
114503, 156, 14, 174, 15, -7159, 0.94, 111, 1.49, 19, 1, 0.01, 3, 0.02
114504, 151, 21, 174, 15, -7104, 0.94, 76, 1.50, 109, 1, 0.01, 4, 0.02
114505, 151, 21, 174, 15, -7110, 0.94, 96, 1.49, 44, 1, 0.01, 5, 0.02
114506, 134, 23, 174, 15, -7106, 0.94, 82, 1.49, 30, 1, 0.01, 5, 0.02
114507, 134, 23, 174, 15, -7090, 0.94, 41, 1.49, 50, 1, 0.01, 4, 0.01
114508, 136, 25, 175, 23, -6951, 0.95, 192, 1.49, 54, 2, 0.01, 4, 0.01
114509, 136, 25, 175, 23, -6914, 0.95, 192, 1.49, 58, 1, 0.01, 4, 0.01
114510, 136, 25, 175, 23, -6938, 0.95, 192, 1.49, 70, 1, 0.01, 3, 0.01
114511, 136, 25, 175, 23, -6927, 0.95, 191, 1.49, 56, 1, 0.01, 2, 0.01
114512, 136, 25, 175, 23, -6925, 0.95, 191, 1.49, 68, 1, 0.01, 2, 0.01
114513, 136, 25, 175, 23, -6944, 0.95, 191, 1.49, 68, 1, 0.01, 1, 0.01
114514, 136, 32, 138, 29, -6948, 0.95, 191, 1.49, 101, 1, 0.01, 0, 0.00
114515, 136, 32, 138, 29, -6932, 0.95, 140, 1.49, 101, 1, 0.01, 0, 0.00
114516, 317, 33, 152, 24, -6998, 0.95, 174, 1.48, 56, 1, 0.01, 1, 0.01
114517, 317, 33, 152, 24, -6956, 0.95, 157, 1.48, 42, 0, 0.00, 1, 0.01
114518, 317, 33, 152, 24, -6993, 0.95, 174, 1.48, 25, 0, 0.00, 1, 0.01
114519, 317, 33, 152, 24, -6946, 0.95, 164, 1.49, 103, 0, 0.00, 2, 0.01
114520, 317, 33, 152, 24, -6924, 0.95, 142, 1.48, 35, 0, 0.00, 3, 0.01
114521, 317, 33, 152, 24, -6847, 0.95, 106, 1.48, 65, 0, 0.00, 3, 0.01
114522, 353, 38, 152, 24, -6622, 0.95, 18, 1.48, 70, 0, 0.00, 3, 0.01
114523, 353, 38, 146, 30, -6620, 0.95, 26, 1.47, 34, 0, 0.00, 4, 0.02
114524, 353, 38, 146, 30, -6616, 0.96, 246, 1.47, 34, 1, 0.01, 4, 0.02
114525, 353, 41, 146, 30, -6595, 0.96, 236, 1.47, 59, 1, 0.01, 3, 0.02
114526, 353, 41, 146, 30, -6532, 0.96, 114, 1.47, 67, 1, 0.01, 3, 0.02
114527, 353, 41, 146, 30, -6554, 0.96, 129, 1.47, 66, 1, 0.01, 3, 0.02
114528, 353, 41, 146, 30, -6528, 0.96, 53, 1.47, 56, 1, 0.01, 2, 0.02
114529, 357, 39, 206, 36, -6563, 0.96, 93, 1.47, 69, 1, 0.01, 1, 0.01
114530, 357, 39, 205, 37, -6581, 0.96, 131, 1.47, 62, 1, 0.01, 1, 0.01
114531, 365, 38, 205, 37, -6580, 0.96, 104, 1.47, 59, 1, 0.01, 1, 0.01
114532, 365, 38, 205, 37, -6582, 0.96, 128, 1.47, 59, 1, 0.01, 0, 0.00
114533, 365, 40, 205, 37, -6525, 0.97, 189, 1.47, 59, 1, 0.01, 0, 0.00
114534, 360, 39, 205, 37, -6521, 0.97, 190, 1.46, 20, 1, 0.01, 1, 0.01
114535, 360, 40, 205, 37, -6552, 0.97, 160, 1.47, 59, 1, 0.01, 2, 0.01
114536, 361, 41, 205, 37, -6558, 0.97, 154, 1.47, 56, 1, 0.01, 2, 0.01
114537, 361, 41, 205, 37, -6551, 0.97, 153, 1.47, 56, 1, 0.01, 2, 0.01
114538, 361, 41, 205, 37, -6555, 0.97, 153, 1.47, 56, 1, 0.01, 2, 0.01
114539, 361, 41, 205, 37, -6533, 0.97, 153, 1.47, 56, 1, 0.01, 2, 0.01
114540, 361, 41, 205, 37, -6565, 0.97, 164, 1.47, 56, 1, 0.01, 2, 0.01
114541, 361, 41, 205, 47, -6577, 0.96, 1, 1.47, 56, 2, 0.01, 2, 0.01
114542, 361, 41, 205, 47, -6572, 0.97, 165, 1.47, 57, 2, 0.01, 2, 0.01
114543, 361, 47, 205, 47, -6576, 0.97, 181, 1.47, 57, 2, 0.01, 1, 0.01
114544, 361, 47, 205, 47, -6573, 0.97, 181, 1.47, 57, 2, 0.01, 0, 0.00
114545, 361, 47, 205, 47, -6578, 0.97, 181, 1.47, 57, 2, 0.01, 0, 0.00
114546, 361, 47, 205, 47, -6565, 0.97, 181, 1.47, 57, 2, 0.01, 0, 0.00
114547, 361, 47, 205, 47, -6551, 0.97, 163, 1.47, 59, 2, 0.01, 0, 0.00
114548, 357, 52, 205, 47, -6557, 0.97, 165, 1.47, 64, 2, 0.01, 0, 0.00
114549, 357, 46, 205, 47, -6546, 0.97, 165, 1.47, 65, 2, 0.01, 0, 0.00
114550, 354, 42, 202, 55, -6490, 0.97, 166, 1.47, 97, 1, 0.01, 0, 0.00
114551, 192, 35, 206, 56, -6535, 0.97, 168, 1.46, 21, 0, 0.00, 1, 0.01
114552, 192, 35, 206, 56, -6570, 0.97, 183, 1.47, 85, 0, 0.00, 2, 0.01
114553, 187, 37, 206, 56, -6572, 0.97, 188, 1.47, 85, 0, 0.00, 2, 0.01
114554, 186, 32, 206, 56, -6566, 0.97, 189, 1.47, 85, 0, 0.00, 2, 0.01
114555, 139, 31, 206, 56, -6585, 0.96, 40, 1.47, 85, 1, 0.01, 2, 0.01
114556, 139, 31, 206, 56, -6587, 0.96, 90, 1.47, 69, 1, 0.01, 2, 0.01
114557, 139, 31, 206, 56, -6578, 0.96, 86, 1.47, 83, 1, 0.01, 2, 0.01
114558, 143, 29, 206, 56, -6578, 0.96, 100, 1.47, 85, 1, 0.01, 2, 0.01
114559, 151, 30, 206, 56, -6556, 0.96, 67, 1.47, 83, 1, 0.01, 2, 0.01
114600, 151, 30, 206, 56, -6573, 0.96, 102, 1.47, 85, 1, 0.01, 1, 0.01
114601, 153, 33, 206, 56, -6540, 0.96, 103, 1.47, 83, 1, 0.01, 0, 0.00
114602, 124, 19, 211, 65, -6496, 0.97, 185, 1.47, 85, 2, 0.01, 0, 0.00
114603, 124, 14, 211, 65, -6591, 0.96, 51, 1.46, 35, 3, 0.01, 1, 0.01
114604, 127, 14, 211, 65, -6589, 0.96, 9, 1.47, 51, 2, 0.01, 2, 0.01
114605, 89, 14, 211, 65, -6595, 0.96, 69, 1.47, 51, 2, 0.01, 2, 0.01
114606, 89, 14, 211, 65, -6590, 0.96, 45, 1.47, 51, 2, 0.01, 2, 0.01
114607, 89, 14, 211, 65, -6583, 0.96, 67, 1.47, 51, 2, 0.01, 2, 0.01
114608, 95, 17, 211, 65, -6563, 0.96, 4, 1.47, 83, 2, 0.01, 2, 0.01
114609, 95, 17, 211, 65, -6535, 0.96, 4, 1.47, 85, 2, 0.01, 2, 0.01
114610, 95, 17, 211, 65, -6529, 0.96, 2, 1.47, 98, 2, 0.01, 2, 0.01
114611, 92, 20, 211, 65, -6530, 0.97, 185, 1.47, 85, 2, 0.01, 2, 0.01
114612, 114, 21, 211, 65, -6322, 0.97, 110, 1.46, 109, 1, 0.01, 2, 0.01
114613, 105, 20, 211, 65, -6234, 0.97, 80, 1.46, 109, 1, 0.01, 1, 0.01
114614, 106, 18, 211, 65, -6231, 0.97, 122, 1.45, 12, 1, 0.01, 2, 0.02
114615, 106, 18, 211, 65, -6246, 0.97, 129, 1.45, 31, 1, 0.01, 2, 0.02
114616, 110, 18, 211, 65, -6221, 0.97, 129, 1.45, 31, 1, 0.01, 2, 0.02
114617, 110, 18, 211, 65, -6233, 0.97, 149, 1.45, 35, 1, 0.01, 2, 0.02
114618, 110, 18, 211, 65, -6215, 0.97, 151, 1.45, 32, 1, 0.01, 2, 0.02
114619, 106, 20, 211, 65, -6232, 0.97, 151, 1.45, 31, 1, 0.01, 2, 0.02
114620, 106, 20, 211, 65, -6240, 0.97, 131, 1.45, 45, 0, 0.00, 2, 0.02
114621, 106, 20, 211, 65, -6242, 0.97, 183, 1.45, 45, 0, 0.00, 1, 0.01
114622, 106, 20, 211, 65, -6218, 0.97, 126, 1.45, 43, 0, 0.00, 1, 0.01
114623, 102, 24, 211, 65, -6225, 0.97, 126, 1.45, 61, 0, 0.00, 0, 0.00
114624, 102, 24, 211, 65, -6209, 0.97, 112, 1.45, 62, 0, 0.00, 0, 0.00
114625, 98, 25, 211, 65, -6203, 0.97, 95, 1.45, 62, 0, 0.00, 0, 0.00
